promedio_horas_mensuales,llegadas_tarde_90d,salidas_tempranas_90d,ausencias_90d,desempeno,satisfaccion_laboral,salida
162.14925733902047,2,0,0,84.40062210218218,71.15294610367943,0
184.43460640568185,3,1,1,89.56868081243607,28.958442971481656,1
111.34167321880787,2,2,1,43.77853186785417,72.78350505019351,0
154.8019192997348,2,1,5,80.96126999004717,88.50868264196072,0
173.4903371767551,1,1,1,22.32682845987919,85.99684500191552,0
176.5194334374479,4,0,1,99.30618018306629,100.0,0
140.87141693883268,1,4,1,59.13404555323023,100.0,0
144.7967701208622,0,2,1,39.92786835618847,76.62628608221364,0
182.37763501758323,0,1,12,72.21837920415172,91.51613050465778,0
104.33117581252762,3,3,1,47.990837786447415,49.814679764501406,1
174.26938469264599,6,3,1,95.67597049820849,81.30501357725792,0
164.91419891601907,2,4,2,76.70978059279192,100.0,0
165.94557666535505,0,1,1,70.50154520129212,77.99789297986013,0
173.98679877467222,0,3,0,72.78473929466138,100.0,0
156.9791409183568,2,1,0,91.13488586540649,52.28670220595505,0
160.93736795686223,4,2,0,2.328525135759434,75.78018333744093,0
149.76443617553394,4,0,3,99.1289129033664,60.728953483510466,0
155.63152655864252,2,4,1,93.27736234601804,79.959374810013,0
133.0114435183895,4,2,2,53.590747855884416,57.5753999552641,0
123.7761896877224,3,2,4,86.75681942070585,25.568438980789633,1
166.52204984371176,0,3,1,49.113624465149734,91.49605808983334,0
136.0248245821366,1,0,2,0.0,25.853379479618077,1
167.47780738784928,8,0,2,90.66709775122204,34.6779312106968,1
108.95234780634121,2,1,2,44.02092911471374,91.078670253534,1
187.55455940086347,3,3,0,24.685821607928712,100.0,0
184.31838831781135,3,3,0,59.84191035034421,99.80997013588716,0
117.60342939086061,2,0,1,95.29049694776772,73.81111628900125,0
172.62029887395857,1,1,2,25.80975144893216,64.64479973858404,1
128.63976688176513,0,0,0,27.581268490309213,84.08863301599146,1
159.69384363470996,0,3,0,45.73659437621966,46.36962426865109,0
148.38518398705983,2,0,1,54.505102748952844,74.3912151274798,0
149.24426492316923,1,4,0,72.90550576753166,92.05698862581366,1
183.5002148278177,3,4,0,65.81485349456969,29.37432812990393,0
136.70788235938733,1,3,0,67.70905055256426,66.73845102917915,0
118.15465929711078,3,1,1,97.49445593090176,69.63508466611991,0
154.1972498641551,1,2,14,85.31283998090981,100.0,0
190.37191718069445,2,2,0,36.31299279883538,50.6151149246449,0
150.92971755439777,1,3,0,54.625951804347,63.18808634482696,0
145.82350390033088,4,3,1,51.92547978847671,80.99046788481635,0
168.75429208170047,3,1,15,52.73281344099793,43.30532014325073,0
173.02756037926085,1,1,1,45.085419810142234,61.953751591369986,0
156.02089057722998,3,0,0,37.794336355302065,82.4375668429704,1
122.4722644950281,4,2,5,54.60372358518373,86.52105172136629,1
175.56141809121348,2,1,0,30.68018399703979,66.81293031364564,0
165.15498244493165,4,1,1,73.70340864193682,68.92631714773202,0
163.91281910187152,1,3,1,43.89329600887024,77.73203765729875,0
153.79125942602798,3,1,0,77.52521103120957,64.82884692982378,0
188.8881902282619,1,4,1,82.9445095206293,69.99997487135435,0
159.3008897433946,11,1,1,79.42135524341532,15.886371242998376,1
182.08481435279492,1,3,0,63.68710914521665,34.10225451625471,0
146.01349802811785,6,2,2,19.389007321503737,11.50790457564974,1
181.64795987143046,1,2,0,79.88031745077565,35.47199053748297,0
190.20938047415393,3,4,8,53.18783363467803,74.71243069363175,0
166.9792924258956,2,0,15,91.04414962624821,62.97552111527338,0
169.11551703130934,1,5,2,67.75912906941659,67.2333824578531,0
174.70883004634032,0,4,2,58.69427003846399,95.47776779978624,0
137.09740616200187,0,3,0,70.45017434427037,33.95638867767312,0
158.45340236596982,0,1,1,52.632286000479525,82.15482898304035,0
158.64872792147742,3,2,1,53.53935857556873,82.53723589060995,0
220.0,3,8,15,85.95732341070708,62.79450161669154,0
113.0236806309383,3,1,2,69.77768137081216,86.40733777060481,0
143.9247208745418,2,5,0,95.46285262252205,100.0,0
145.2113821195417,9,1,1,98.7675179300992,52.8236037796599,0
132.77517771713067,1,4,3,69.98571458891647,53.05102985927641,0
163.04659342912205,3,2,1,74.51776773354365,100.0,0
176.31771986179743,1,1,1,73.75999641029337,100.0,0
135.15080443750662,4,1,4,0.0,48.075330767565376,1
164.6410378935976,3,3,0,58.60899298337846,74.07960700269673,0
149.04764289872625,2,2,1,12.40375350677435,11.52177465928396,1
173.02786620172617,2,1,1,18.520921908344526,73.66690546885445,1
155.57752455306874,3,1,2,82.87379666208292,19.14623125314453,1
169.9222893464168,2,3,1,98.02215204061245,73.27004285874287,0
179.58172327675751,2,3,0,58.21784217227052,75.66144538442484,0
169.417197182905,3,3,2,86.99107548486865,89.87625485965741,0
156.15772241654363,1,2,0,77.25427403445661,78.01864035805043,0
172.88171336085207,1,3,3,96.0169024349757,72.24447166384938,0
166.25102516091653,3,0,2,80.59904091671453,80.04876321425797,0
185.0774903666438,2,1,0,59.806248056162474,92.81253030415974,0
150.94158334359997,1,4,0,61.004832528056866,43.53038636295317,0
153.8153025020658,1,3,1,90.90081495422568,100.0,0
151.32126927613805,2,1,1,85.21988528719572,68.52823911971109,0
175.20648433662814,5,0,5,66.2498403623627,17.946083103291052,1
176.28298184624242,1,5,1,87.45582463831282,74.67137296309798,0
162.60725829949024,6,2,4,64.22077742428274,49.39767357847266,1
163.34663153876866,1,0,0,51.06030539024901,89.2557799950751,0
183.39843359628458,3,3,0,83.28627682157315,100.0,0
171.2690394662742,3,3,14,48.98668196025839,66.94582219792659,0
167.32649413627706,1,3,2,81.21870159739022,98.9073767596995,0
185.08352359178045,2,1,2,60.677257409612004,100.0,0
138.38454875616657,2,3,0,7.3810345983402055,98.78550678560167,0
154.6576927236979,3,1,1,18.484010797767183,46.5142184468511,1
163.40986688998038,0,2,1,77.1476799581114,67.1498339255367,0
156.5300555902011,2,1,0,51.231220174612886,79.06312160183705,0
152.96180388136793,1,7,2,100.0,86.67856960396475,0
162.65478522507544,4,2,1,29.77735057124059,56.55239821771649,0
124.10281025427798,1,5,2,94.21086093545739,82.7785134265851,0
171.62266613592024,2,4,2,67.18572117209801,57.36407102144564,0
172.58525698103958,0,0,0,54.630909958634795,66.81343121075292,0
143.20808557440978,1,0,2,100.0,72.2207206321659,0
158.60918208709853,2,1,0,58.348660742283954,92.62701552579216,0
140.29610059945458,2,4,1,11.72762960269985,64.94012189113204,0
167.42768049868153,3,2,0,55.33143298878905,60.818319219842294,0
144.3133650949287,1,2,1,58.67728110831275,33.35160317221302,1
165.9552699589885,1,4,2,49.60982239860913,91.882122453021,0
135.25168627559384,2,4,2,23.859527309607323,83.98862507905648,0
158.6653485992041,2,5,0,87.70303841482368,66.2831696708509,0
191.25905453764977,0,1,1,45.066534990136674,28.41232560736435,0
173.57629280955837,4,4,0,75.19251586165787,82.77731207449116,0
161.26273071758578,2,0,2,100.0,100.0,0
207.09507871914693,3,2,0,96.88887772504556,66.40749955818765,0
160.9493813795777,1,1,1,70.26563887841897,96.80979212487146,0
161.52050971283248,1,0,0,96.85206525910665,51.87038007728272,0
164.54031739881768,0,4,0,61.542509880389304,72.74084297701094,0
168.74268531416766,1,2,1,53.392928780164084,68.57264164840007,0
163.89197461589166,5,3,3,69.81643403822072,0.0,1
150.0941970976705,2,3,0,72.88747054907117,91.73825902651672,0
167.4417028032693,2,0,2,100.0,74.74747012262125,0
176.05951185594836,4,3,1,82.84329994965735,100.0,0
147.9925093233922,1,4,2,79.98069854283091,39.12451345660108,0
139.12729235233056,4,1,1,20.919468700910805,0.0,1
153.76802181309733,4,0,2,60.09256115755996,53.17416140284075,1
155.49704816691533,3,1,2,33.19752512682501,37.31624479498781,1
178.70607032954484,2,2,0,86.7220249461461,100.0,0
191.60945115958395,1,0,1,69.7718939465187,67.50319038019879,0
156.37972570159343,0,4,0,100.0,90.68757022729247,0
168.80732724033408,0,2,0,75.71119929497901,53.22868287497095,0
147.6207057543365,5,2,0,63.98548951404649,58.14873129204437,0
130.98569219375142,3,1,1,36.53671476801341,62.157215157268425,1
137.39948042230787,6,2,1,67.15671058355139,18.161870317800958,1
145.68831421027275,3,2,2,66.40730342743778,20.68989290724511,0
171.50871089415918,5,5,1,77.99830911061001,92.67652455833755,0
119.31663979957244,4,2,2,14.43648509883283,41.16663019595751,1
183.9244416546744,5,3,1,77.1574326171811,62.173662669368646,0
135.1300566332319,2,2,1,88.01308807409748,84.45993683890785,1
147.89892178982097,5,0,2,100.0,72.46986611594662,0
116.91358143793653,1,1,2,46.439020943906954,100.0,0
162.3137859285836,0,5,1,83.62216264182065,50.75024726514695,0
146.36125115754822,2,4,0,75.86826492283397,54.92933669306377,0
170.35046918811122,1,1,0,81.35841529125706,60.73221492872822,0
155.8233376753322,2,3,2,53.98812329325079,90.34291322483892,0
156.5234349506909,2,3,14,85.90115433703029,71.71590064487431,0
141.6427474849147,3,4,1,100.0,87.76580195245785,0
169.04211703630722,4,3,5,42.489061804711085,84.8331661453473,0
148.389519745315,2,0,1,75.57829223480192,67.5527859054851,0
168.5937992419063,1,1,0,65.19672353966742,81.54338956613907,0
143.58657705702262,3,4,0,68.61754532425127,97.05725579501954,0
158.38088294156893,1,0,0,66.17294280281304,77.35303974134476,0
156.1419734537942,1,2,14,95.83414148757264,83.85895181774447,0
124.94377311306658,3,1,0,53.95623407797093,79.55859622516306,1
113.4742629540418,0,1,2,84.50041279347666,37.99421300752746,0
176.14516705469384,2,2,0,50.95966951655946,75.0901422431043,0
130.83143751977698,6,2,0,17.19265840613304,73.30349851252547,1
172.0485872226751,1,4,1,83.91279979354542,73.35466155433316,0
125.73703540523938,2,0,2,67.15941955251033,100.0,0
160.36837947797855,2,3,1,41.37215332046332,83.64460850431843,1
162.89548273909156,0,4,0,58.109950419677496,100.0,0
167.33029199217412,2,3,2,67.80081102019,58.235940825253614,0
185.88362713266196,1,4,0,96.60363156414537,70.63824652388153,0
131.56296865825468,0,5,1,75.35002484425222,81.49059311208939,0
195.5719584986083,5,2,0,69.09408611957714,63.927114785400605,0
151.328627522891,2,1,4,63.49101529641725,61.26779907326786,0
73.0690912710233,3,1,4,98.4579573626282,74.52573731047359,1
173.416805500658,1,1,2,100.0,53.66693981901761,0
155.3952395519557,3,0,1,44.76484766295077,47.05151481874909,1
162.09114167028233,5,1,2,16.83019100951983,58.064153773558,1
178.3330137878733,4,1,3,62.30317565486258,98.1040526093559,1
152.44005783594287,2,2,14,50.0583952109903,81.1107024922322,0
184.71827686778357,1,3,12,76.47820168703993,86.83564361704634,0
206.94303812304344,1,0,0,67.39648288896537,43.44299260935655,0
163.5995198973408,5,1,0,17.58668447128484,23.543950346428495,1
144.09282802779964,3,1,3,6.2286066084636005,43.11624777427829,1
184.86635765117077,0,3,0,100.0,100.0,0
151.26857997427942,7,0,4,64.68372565464277,45.05894375341418,1
177.89191771005318,2,2,2,61.967309996847206,94.09916056683215,0
152.56410244824767,6,2,1,42.38243248563163,45.06823055042189,1
178.37460973070412,1,5,1,92.07823815471751,68.5468227623957,0
144.92708141231913,3,2,1,97.35682631485761,91.64544637198618,0
147.77962698203925,2,2,13,46.62205575998159,80.96423457208198,0
160.34397776178656,2,2,0,58.003696023246015,46.00518307315367,0
194.71498868886945,3,3,1,65.6767795074708,0.0,1
161.95778381231236,3,2,2,86.33742030435022,61.38337653624113,0
166.5089179237907,1,1,1,77.3368940368165,7.431162509667054,1
187.39209974768113,5,2,7,29.736260755571486,56.184084942287576,0
185.56084013545535,3,2,3,2.0432948616091275,44.479110945032616,0
148.31888593780278,2,1,0,35.48110064198625,69.37009293422946,0
148.26641435710678,2,2,0,86.9014566971952,62.90221997804707,0
174.3044463466984,1,3,1,72.40533150085218,99.46214269543509,0
156.64005852485215,4,1,3,84.3492076557068,86.69929290721534,1
147.7102546933054,3,1,4,73.56311332112725,48.34019836067635,1
158.71483594087007,2,3,1,39.496685160678474,91.68820426936776,1
145.80289526067943,2,1,1,22.06944494681196,59.12023275473191,0
138.63767869729224,2,2,2,100.0,67.01054111339593,0
157.8425819485861,0,2,1,64.34040569594723,51.760938492106426,0
142.96186021964022,0,0,2,28.317259756373474,44.15197695779378,1
136.8590526846066,2,0,1,87.39862186287263,100.0,0
168.4747270195827,2,2,2,82.51910301529075,81.91563056088798,0
173.06974760268625,2,1,2,75.13791476430926,18.73857520052913,1
145.18421033436675,2,1,1,23.710046409073428,50.584942586603304,1
177.64651100701417,0,2,1,85.96766705435478,100.0,0
138.80900758586608,0,3,1,16.138186065323417,55.95704300678992,0
136.9703607496023,3,1,6,67.47809420395214,84.56114207400626,0
177.19745039260704,3,2,5,35.83696698132745,23.395149545985607,1
171.87566242445146,2,3,0,100.0,90.71864453858788,0
167.07648450602636,1,0,1,70.77433185393936,96.51375271016508,0
175.9050189785481,3,1,1,40.578473822687606,33.89957838931355,1
132.35225190723372,2,2,3,60.78444053968928,80.65744019689632,0
196.78186541208413,0,4,6,73.21122746167737,87.49466817621466,0
171.97962157890507,2,4,0,89.2572294694861,60.27223927316148,0
112.9557546268073,2,0,0,67.01384689438069,70.92362758917402,0
154.10155388565465,2,3,1,52.93380480245271,67.77145589116014,0
186.74061781580488,2,3,3,100.0,75.32830597955163,0
139.58834592977811,2,0,2,73.34240759840894,69.24206057392199,0
143.44806193056527,2,4,0,53.43696911586009,77.30133494128036,0
169.82667876617433,1,2,2,13.008173658291007,64.05526353767614,0
141.52549324944866,3,1,0,44.88571970632668,75.08956695011318,0
167.06084359184746,0,1,1,31.23666179015362,69.81294959395483,1
133.02591843200483,2,0,1,100.0,60.614032665741675,0
149.60386803187237,2,2,0,33.462637668383664,73.04140435877387,0
163.2805749278832,2,1,11,34.30734562792765,75.19266249349675,0
162.34053794170703,2,2,2,72.266744007664,75.52896985442099,0
99.50992912850762,2,0,4,51.32727725187447,57.59546406164968,1
166.28396946083313,6,0,1,27.780117012134422,82.2817142379509,0
136.96939573442492,1,3,3,60.72874415052945,79.41324376069917,0
153.7944302903943,1,2,1,48.155760026490654,44.240024499816116,0
123.16201954749599,3,0,1,66.27009092158669,69.55850962910485,0
139.47467098719005,4,1,3,76.69256650135304,68.75768561339757,1
176.7265693917724,5,3,0,35.80435334394295,86.7570944582865,0
140.72075224926672,2,4,1,80.76044238994777,66.2245292042494,0
97.17818901127785,6,1,2,100.0,41.89215003793954,1
172.4049487048503,1,2,3,91.97663661818335,56.40776091008121,0
150.34953444109883,2,0,1,51.636907217272906,89.79817080301135,0
171.73602521480808,2,0,2,64.55703311194432,80.0869073924389,0
186.93095580371855,1,1,3,30.797396595763086,79.52545688939368,1
178.27886039848426,2,2,1,73.32152556589412,83.21396722919151,0
165.79124005343905,1,4,1,88.06288987843048,87.27536798683371,0
164.75613583753903,1,0,5,32.47633245934735,67.12104724908887,1
170.5207293412579,4,3,4,43.337588492840496,69.33058696331723,1
159.6193663160221,2,2,0,64.43621288624222,84.22224740617234,0
158.65819633286097,3,1,2,69.20873905501819,86.84580013117503,0
161.84897091657209,2,1,2,84.80472564657046,38.8951679107823,0
166.38603309540838,2,0,0,59.321551412003714,100.0,0
144.16694786353145,4,2,1,27.878233858794008,17.124725590500994,1
113.07421764742983,4,1,4,64.62661104410556,74.71350850336755,1
142.4958585584663,2,1,2,43.36978219362394,69.03029864740907,0
